Genres List,Image Book Cover Url,Book Title,Author Name,Rating,No Of Rating,Amazon Link,No Of Pages,Detail Url
"Romance, Contemporary Romance, Contemporary, Adult, Romantic Suspense, Suspense, Erotica",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547157881i/13412515.jpg,Law Man,Kristen Ashley,4.29,46534,https://www.amazon.com/gp/product/B00AHFJACW/,535,https://www.goodreads.com/book/show/13412515-law-man
"Young Adult, Zombies, Dystopia, Horror, Post Apocalyptic, Science Fiction, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388181386i/9975679.jpg,Ashes,Ilsa J. Bick,3.94,25667,https://www.amazon.com/gp/product/B01IPSFNO6/,465,https://www.goodreads.com/book/show/9975679-ashes
"Memoir, Nonfiction, Audiobook, Christian, Biography, Faith, Biography Memoir",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1658829975i/61357133.jpg,All My Knotted-Up Life: A Memoir,Beth Moore,4.45,42085,https://www.amazon.com/gp/product/B0B57GSPPR/,304,https://www.goodreads.com/book/show/61357133-all-my-knotted-up-life
"Childrens, Picture Books, Fiction, Classics, Poetry, Humor, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673300877i/105551.jpg,Fox in Socks,Dr. Seuss,4.11,65812,https://www.amazon.com/gp/product/B00ESF2772/,64,https://www.goodreads.com/book/show/105551.Fox_in_Socks
"Thriller, Fiction, Military Fiction, Mystery, Action, Audiobook, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1614676610i/55501754.jpg,Arctic Storm Rising,Dale Brown,4.3,5901,https://www.amazon.com/gp/product/B08GKPTXZX/,400,https://www.goodreads.com/book/show/55501754-arctic-storm-rising
"Thriller, Fiction, Mystery, Crime, Suspense, Action, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356095648i/8357992.jpg,Worth Dying For,Lee Child,4.22,99733,https://www.amazon.com/gp/product/B003EY7IWC/,400,https://www.goodreads.com/book/show/8357992-worth-dying-for
"Fantasy, Young Adult, Dragons, Romance, Paranormal, Paranormal Romance, Shapeshifters",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329749855i/12522507.jpg,Hidden,Sophie Jordan,3.83,21439,https://www.amazon.com/gp/product/B007HB81YC/,260,https://www.goodreads.com/book/show/12522507-hidden
"Classics, Fiction, Historical Fiction, Childrens, Westerns, Young Adult, School",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389668339i/233711.jpg,Father and I Were Ranchers,Ralph Moody,4.27,15331,https://www.amazon.com/gp/product/B00B5KV9J0/,260,https://www.goodreads.com/book/show/233711.Father_and_I_Were_Ranchers
"Romance, New Adult, Contemporary, Contemporary Romance, Young Adult, College, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688188867i/18104607.jpg,Beautiful Oblivion,Jamie McGuire,4.08,80518,https://www.amazon.com/gp/product/B00IBHSB8M/,337,https://www.goodreads.com/book/show/18104607-beautiful-oblivion
"Historical Fiction, Young Adult, Fiction, Middle Grade, Realistic Fiction, Book Club, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442044636i/556136.jpg,The Wednesday Wars,Gary D. Schmidt,4.12,45641,https://www.amazon.com/gp/product/B003JTHWN2/,264,https://www.goodreads.com/book/show/556136.The_Wednesday_Wars
"Young Adult, Realistic Fiction, Middle Grade, Fiction, Autistic Spectrum Disorder, Contemporary, Childrens",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1301271068i/6596547.jpg,Mockingbird,Kathryn Erskine,4.2,35281,https://www.amazon.com/gp/product/B004CYF10Y/,235,https://www.goodreads.com/book/show/6596547-mockingbird
"Science Fiction, Fiction, Audiobook, Young Adult, Fantasy, Science Fiction Fantasy, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377284428i/16278318.jpg,Armada,Ernest Cline,3.56,125003,https://www.amazon.com/gp/product/B00TNDID0O/,355,https://www.goodreads.com/book/show/16278318-armada
"Fiction, Psychology, Thriller, Classics, Novels, Contemporary, Philosophy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348073555i/70912.jpg,The Dice Man,Luke Rhinehart,3.55,21554,https://www.amazon.com/gp/product/B07MXDHN9V/,541,https://www.goodreads.com/book/show/70912.The_Dice_Man
"Fantasy, Young Adult, Urban Fantasy, Fae, Romance, Fairies, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332713354i/266607.jpg,Valiant,Holly Black,3.8,48069,https://www.amazon.com/gp/product/B000GCFY1C/,314,https://www.goodreads.com/book/show/266607.Valiant
"Fiction, Humor, Middle Grade, Childrens, Realistic Fiction, Graphic Novels, Young Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388178896i/6578293.jpg,Dog Days,Jeff Kinney,4.17,157127,https://www.amazon.com/gp/product/B005CRQ3NY/,218,https://www.goodreads.com/book/show/6578293-dog-days
"Romance, Historical Romance, Historical Fiction, Historical, Fiction, Audiobook, Regency",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346380157i/9408584.jpg,An Offer From a Gentleman,Julia Quinn,3.94,376004,https://www.amazon.com/gp/product/B00UG8RP2W/,390,https://www.goodreads.com/book/show/9408584-an-offer-from-a-gentleman
"Fantasy, Young Adult, Romance, Young Adult Fantasy, Enemies To Lovers, Fiction, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570454006i/46223364.jpg,We Free the Stars,Hafsah Faizal,4.2,41906,https://www.amazon.com/gp/product/B07ZBVZ6T1/,592,https://www.goodreads.com/book/show/46223364-we-free-the-stars
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1514875588i/37794574.jpg,Das geheimnis der blumen,Mykhaella Caponi,5.0,8,,227,https://www.goodreads.com/book/show/37794574-das-geheimnis-der-blumen
"Mystery, Crime, Fiction, Thriller, Sweden, Scandinavian Literature, Detective",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1169315340i/39799.jpg,One Step Behind,Henning Mankell,4.11,21828,https://www.amazon.com/gp/product/B005GX1OZ6/,450,https://www.goodreads.com/book/show/39799.One_Step_Behind
"Fantasy, Dark Academia, Fiction, Horror, Mystery, Urban Fantasy, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1648744814i/60652997.jpg,Hell Bent,Leigh Bardugo,4.12,160696,https://www.amazon.com/gp/product/B09W14K6JB/,481,https://www.goodreads.com/book/show/60652997-hell-bent
"Fiction, Japan, Contemporary, Feminism, Japanese Literature, Literary Fiction, Asian Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1573825173l/50736031.jpg,Breasts and Eggs,Mieko Kawakami,3.86,70161,https://www.amazon.com/gp/product/B085HJQKS8/,430,https://www.goodreads.com/book/show/50736031-breasts-and-eggs
"Fantasy, Historical Fiction, Fiction, Historical, Historical Fantasy, China, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327894315i/7139892.jpg,Under Heaven,Guy Gavriel Kay,4.17,16300,https://www.amazon.com/gp/product/B003NX7NEM/,592,https://www.goodreads.com/book/show/7139892-under-heaven
"Fantasy, Fiction, Horror, Science Fiction, Humor, Audiobook, Mystery",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447774088i/23129410.jpg,Welcome to Night Vale,Joseph Fink,3.83,42696,https://www.amazon.com/gp/product/B00SRY5F8I/,401,https://www.goodreads.com/book/show/23129410-welcome-to-night-vale
"Romance, Contemporary Romance, Contemporary, Adult, Chick Lit, Audiobook, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390276224i/20603820.jpg,The Will,Kristen Ashley,4.28,30400,https://www.amazon.com/gp/product/B00HYIF9FW/,595,https://www.goodreads.com/book/show/20603820-the-will
"France, Essays, Fiction, Classics, Literature, Mythology, 20th Century",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347654509i/91950.jpg,The Myth of Sisyphus,Albert Camus,4.18,78605,https://www.amazon.com/gp/product/B08PDVTYJ7/,192,https://www.goodreads.com/book/show/91950.The_Myth_of_Sisyphus
"Fiction, Dark, Abuse, Horror, Thriller, Realistic Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657636423i/61430553.jpg,A Little Pinprick,Paige Dearth,4.47,5363,https://www.amazon.com/gp/product/B0B69SQNJY/,453,https://www.goodreads.com/book/show/61430553-a-little-pinprick
"Fiction, Thriller, Espionage, Mystery, Action, Suspense, Spy Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349014258i/3313418.jpg,Extreme Measures,Vince Flynn,4.33,55226,https://www.amazon.com/gp/product/B001650UQM/,448,https://www.goodreads.com/book/show/3313418-extreme-measures
"Science Fiction, Fiction, Military Fiction, Audiobook, War, Fantasy, Military Science Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337817762i/102327.jpg,Armor,John Steakley,4.1,20215,https://www.amazon.com/gp/product/B00NUMILJ2/,426,https://www.goodreads.com/book/show/102327.Armor
"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390961759i/128756.jpg,Death du Jour,Kathy Reichs,3.96,49577,https://www.amazon.com/gp/product/B000FBJHXK/,451,https://www.goodreads.com/book/show/128756.Death_du_Jour
"Romance, New Adult, Contemporary Romance, Contemporary, Music, Humor, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393202794i/19095025.jpg,Play,Kylie Scott,4.24,60190,https://www.amazon.com/gp/product/B00H0V069M/,306,https://www.goodreads.com/book/show/19095025-play
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1514466356i/37757861.jpg,Coeur pourri de laine,Lucio Agustine Rosenkreutz Crăciunescu,5.0,9,,120,https://www.goodreads.com/book/show/37757861-coeur-pourri-de-laine
"Fantasy, Science Fiction, Science Fiction Fantasy, Post Apocalyptic, Adventure, Dark, Adult",https://dryofg8nmyqjw.cloudfront.net/images/no-cover.png,The Cheat Code,Misba,4.74,4075,,320,https://www.goodreads.com/book/show/60743332-the-cheat-code
"Sports Romance, Sports, Friends To Lovers, College, Romance, Contemporary Romance, Contemporary",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644343501i/58925247.jpg,Say You Swear,Meagan Brandy,4.28,207643,https://www.amazon.com/gp/product/B09SS8VQD6/,681,https://www.goodreads.com/book/show/58925247-say-you-swear
"Fiction, Hungary, Historical Fiction, Classics, Hungarian Literature, Book Club, Literary Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1175252169i/497499.jpg,The Door,Magda Szabó,4.1,31445,https://www.amazon.com/gp/product/B00MZW8TG8/,262,https://www.goodreads.com/book/show/497499.The_Door
"Historical Fiction, Fiction, World War II, Historical, Holocaust, War, Jewish",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1665445945i/61053576.jpg,Night Angels,Weina Dai Randel,4.22,16516,https://www.amazon.com/gp/product/B09YR79N3Q/,375,https://www.goodreads.com/book/show/61053576-night-angels
"Nonfiction, Politics, History, Biography, Audiobook, Presidents, American History",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534660010i/41012533.jpg,Fear: Trump in the White House,Bob Woodward,3.87,64409,https://www.amazon.com/gp/product/B075RV48W3/,448,https://www.goodreads.com/book/show/41012533-fear
"Paranormal, Paranormal Romance, Romance, Fantasy, Mythology, Vampires, Urban Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442965778i/26146630.jpg,"Immortal Matchmakers, Inc.",Mimi Jean Pamfiloff,3.93,3656,https://www.amazon.com/gp/product/B014AMK9UE/,307,https://www.goodreads.com/book/show/26146630-immortal-matchmakers-inc
"Nonfiction, Psychology, Memoir, Biography, Education, Abuse, True Story",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1508110381i/28960224.jpg,One Child,Torey L. Hayden,4.27,15527,https://www.amazon.com/gp/product/B077RT9FSD/,304,https://www.goodreads.com/book/show/28960224-one-child
"Philosophy, Nonfiction, Logic, Classics, Linguistics, Language, German Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1396830687i/12075.jpg,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,4.1,21342,https://www.amazon.com/gp/product/B0B5GBQY9G/,142,https://www.goodreads.com/book/show/12075.Tractatus_Logico_Philosophicus
"Fiction, Magical Realism, Historical Fiction, Classics, Fantasy, British Literature, Literary Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1704225514i/721867.jpg,Wise Children,Angela Carter,3.9,9333,https://www.amazon.com/gp/product/B07KTD2P6J/,240,https://www.goodreads.com/book/show/721867.Wise_Children
"Time Travel, Science Fiction, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1678029361i/123138808.jpg,The Balance of Time,Steven Decker,4.21,980,https://www.amazon.com/gp/product/B0BWPJD1SN/,314,https://www.goodreads.com/book/show/123138808-the-balance-of-time
"Book Club, Christmas, Drama, Contemporary, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1694870293i/198668522.jpg,Hair on Fire: A Heartwarming & Humorous Christmas Memoir,Larada Horner-Miller,4.36,432,https://www.amazon.com/gp/product/B0CHGT1X8V/,232,https://www.goodreads.com/book/show/198668522-hair-on-fire
"History, Memoir, Nonfiction, Biography, Politics, Sociology, Social Issues",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1601371585i/55506538.jpg,The Daughter of Kurdland: A Life Dedicated to Humankind,Widad Akreyi,4.19,411,https://www.amazon.com/gp/product/B0DH8KZ25K/,0,https://www.goodreads.com/book/show/55506538-the-daughter-of-kurdland
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1527840602i/40273980.jpg,Avaland,Amy Croucher Rose,4.64,33,https://www.amazon.com/gp/product/B07G5FKKQJ/,342,https://www.goodreads.com/book/show/40273980-avaland
"Romance, Young Adult, Contemporary, Fiction, New Adult, Audiobook, Mental Health",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1506608833i/33280872.jpg,Without Merit,Colleen Hoover,3.67,304098,https://www.amazon.com/gp/product/B01NCIBSK9/,386,https://www.goodreads.com/book/show/33280872-without-merit
"Fantasy, Dystopia, Fiction, Young Adult, Science Fiction, Adventure, Teen",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376880754i/17860199.jpg,The World of Divergent: The Path to Allegiant,Veronica Roth,3.92,35002,https://www.amazon.com/gp/product/B00CKOV7I8/,50,https://www.goodreads.com/book/show/17860199-the-world-of-divergent
"Young Adult, Fantasy, Magical Realism, Time Travel, Contemporary, Mental Health, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1471142430i/31436554.jpg,If I Wake,Nikki Moyes,3.92,739,https://www.amazon.com/gp/product/B01LZ87NNQ/,276,https://www.goodreads.com/book/show/31436554-if-i-wake
"Spirituality, Self Help, Nonfiction, Philosophy, Personal Development, Psychology, Inspirational",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344718433i/773038.jpg,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Deepak Chopra,4.18,80117,https://www.amazon.com/gp/product/B005BY3XHC/,115,https://www.goodreads.com/book/show/773038.The_Seven_Spiritual_Laws_of_Success
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387453502i/19546932.jpg,How to Be a Perfect Girl,Mary    Williams,3.23,40,,274,https://www.goodreads.com/book/show/19546932-how-to-be-a-perfect-girl
"Mystery, Middle Grade, Fiction, Young Adult, Childrens, Art, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442640375i/444347.jpg,Chasing Vermeer,Blue Balliett,3.73,30973,https://www.amazon.com/gp/product/B00A7BGUVK/,254,https://www.goodreads.com/book/show/444347.Chasing_Vermeer
"New Adult, Romance, Contemporary, College, Contemporary Romance, Friends To Lovers, Humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375792540i/17833099.jpg,Price of a Kiss,Linda Kage,4.06,33189,https://www.amazon.com/gp/product/B00EKLN0XO/,373,https://www.goodreads.com/book/show/17833099-price-of-a-kiss
"Fantasy, Paranormal, Young Adult, Horror, Witches, Fiction, Supernatural",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387042479i/19464292.jpg,Witch in the Woods,Taylor Ann Bunker,4.1,229,https://www.amazon.com/gp/product/B00ICS519M/,204,https://www.goodreads.com/book/show/19464292-witch-in-the-woods
"History, Nonfiction, Race, Africa, Anti Racist, Historical, World History",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384945566i/18869947.jpg,"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",Onyeka,4.36,108,,463,https://www.goodreads.com/book/show/18869947-blackamoores
"True Crime, Nonfiction, History, Crime, Politics, Historical, Conspiracy Theories",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342222408i/14567915.jpg,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,Richard Belzer,3.66,735,https://www.amazon.com/gp/product/B008TSNUFC/,336,https://www.goodreads.com/book/show/14567915-dead-wrong
"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Mythology",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406993654i/84146.jpg,Dark Side of the Moon,Sherrilyn Kenyon,4.14,36769,https://www.amazon.com/gp/product/B000O76NNC/,353,https://www.goodreads.com/book/show/84146.Dark_Side_of_the_Moon
"Fantasy, Fiction, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346466220i/15954655.jpg,The Door in the Sky,Sandy Klein Bernstein,4.44,62,,268,https://www.goodreads.com/book/show/15954655-the-door-in-the-sky
"Fantasy, Young Adult, Paranormal, Mythology, Romance, Fiction, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310810335i/12039534.jpg,Creatura,Nely Cab,3.84,1634,https://www.amazon.com/gp/product/B0BY37T5H5/,308,https://www.goodreads.com/book/show/12039534-creatura
"Poetry, Nonfiction, Philosophy, Amazon, Sociology, Adult, Linguistics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330722793i/13508406.jpg,The Unwords,Non Nomen,3.66,268,https://www.amazon.com/gp/product/B00F3NBMSI/,90,https://www.goodreads.com/book/show/13508406-the-unwords
"Mystery, Fiction, Thriller, Mystery Thriller, Audiobook, Suspense, Crime",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1530714599i/40718304.jpg,Bonfire,Krysten Ritter,3.54,22754,https://www.amazon.com/gp/product/B01NB1EOJ6/,256,https://www.goodreads.com/book/show/40718304-bonfire
"Fiction, Romance, Indian Literature, India, Novels, Contemporary, Drama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255292027i/6969361.jpg,2 States: The Story of My Marriage,Chetan Bhagat,3.43,97202,https://www.amazon.com/gp/product/B09Y5YYDR2/,269,https://www.goodreads.com/book/show/6969361-2-states
"History, Biography, Nonfiction, Egypt, Historical, Book Club, Biography Memoir",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1294098301i/7968243.jpg,Cleopatra: A Life,Stacy Schiff,3.73,120294,https://www.amazon.com/gp/product/B003YFIVHW/,369,https://www.goodreads.com/book/show/7968243-cleopatra
"Mystery, Young Adult, Mystery Thriller, Audiobook, Contemporary, Fiction, Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529970325i/39893545.jpg,The Vanishing Stair,Maureen Johnson,4.12,101827,https://www.amazon.com/gp/product/B078LXZ8CS/,369,https://www.goodreads.com/book/show/39893545-the-vanishing-stair
"Fiction, Dystopia, Science Fiction, Novels, American, Post Apocalyptic, Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328287715i/19486.jpg,In the Country of Last Things,Paul Auster,3.91,15225,https://www.amazon.com/gp/product/B00706K12O/,188,https://www.goodreads.com/book/show/19486.In_the_Country_of_Last_Things
"Romance, New Adult, Contemporary, Audiobook, Novella, Fiction, Contemporary Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416381591i/23587984.jpg,Maybe Not,Colleen Hoover,3.6,224277,https://www.amazon.com/gp/product/B00PT5R7FM/,161,https://www.goodreads.com/book/show/23587984-maybe-not
"Classics, Mystery, Fiction, Short Stories, Crime, Detective, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316863480i/162823.jpg,The Case-Book of Sherlock Holmes,Arthur Conan Doyle,4.12,29047,https://www.amazon.com/gp/product/B0BHT2J1Q8/,303,https://www.goodreads.com/book/show/162823.The_Case_Book_of_Sherlock_Holmes
"Young Adult, Paranormal, Fantasy, Romance, Science Fiction, Contemporary, Dystopia",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356020486i/11988046.jpg,Pivot Point,Kasie West,4.07,30023,https://www.amazon.com/gp/product/B0089LOGF2/,343,https://www.goodreads.com/book/show/11988046-pivot-point
"Fiction, Mystery, Thriller, Legal Thriller, Crime, Suspense, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320541779i/7933437.jpg,The Confession,John Grisham,3.92,76718,,418,https://www.goodreads.com/book/show/7933437-the-confession
"Romance, Small Town Romance, Westerns, Contemporary Romance, Contemporary, Sports Romance, Sports",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1681482426i/108518990.jpg,Reckless,Elsie Silver,4.37,309047,https://www.amazon.com/gp/product/B0BTZQ7TGP/,466,https://www.goodreads.com/book/show/108518990-reckless
"Fantasy, Romance, Young Adult, Romantasy, Fantasy Romance, Fiction, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1623337991i/56251143.jpg,Once Upon a Broken Heart,Stephanie Garber,4.06,514107,https://www.amazon.com/gp/product/B08NZCLPL6/,403,https://www.goodreads.com/book/show/56251143-once-upon-a-broken-heart
"Nonfiction, Self Help, Essays, Inspirational, Adult, Philosophy, Personal Development",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1514282569i/23731881.jpg,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,J.K. Rowling,4.09,28565,https://www.amazon.com/gp/product/B00QGZDLI6/,74,https://www.goodreads.com/book/show/23731881-very-good-lives
"Fantasy, Dragonlance, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Dragons",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266464667i/68380.jpg,Dragonlance Chronicles,Margaret Weis,4.25,21651,,1030,https://www.goodreads.com/book/show/68380.Dragonlance_Chronicles
"Fiction, Short Stories, Contemporary, Book Club, Romance, Literary Fiction, Adult Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342596676i/13503109.jpg,This Is How You Lose Her,Junot Díaz,3.74,99164,https://www.amazon.com/gp/product/1594631778/,217,https://www.goodreads.com/book/show/13503109-this-is-how-you-lose-her
"Young Adult, Romance, Contemporary, Chick Lit, Fiction, Teen, Realistic Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348470853i/90475.jpg,Teen Idol,Meg Cabot,3.53,24589,https://www.amazon.com/gp/product/B000FC2OF2/,293,https://www.goodreads.com/book/show/90475.Teen_Idol
"History, Nonfiction, War, World War II, Military Fiction, Biography, Memoir",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347798004i/102305.jpg,The Forgotten Soldier,Guy Sajer,4.38,11692,https://www.amazon.com/gp/product/B00AQZ7AR0/,465,https://www.goodreads.com/book/show/102305.The_Forgotten_Soldier
"Chick Lit, Romance, Fiction, Contemporary, Fantasy, Contemporary Romance, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328019535i/2410506.jpg,Thanks for the Memories,Cecelia Ahern,3.7,45093,https://www.amazon.com/gp/product/B001NLKXCA/,373,https://www.goodreads.com/book/show/2410506.Thanks_for_the_Memories
"Dark Romance, Fantasy, Dark, Audiobook, Retellings, Contemporary, Enemies To Lovers",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1629119366i/58545703.jpg,Hooked,Emily McIntire,3.78,447367,https://www.amazon.com/gp/product/B099XB1LXM/,312,https://www.goodreads.com/book/show/58545703-hooked
"Memoir, Nonfiction, Africa, Race, Contemporary, Book Club, Biography",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1461338487i/29977617.jpg,Africa's Child,Maria Nhambu,4.3,4026,https://www.amazon.com/gp/product/B01EIOKBFW/,356,https://www.goodreads.com/book/show/29977617-africa-s-child
"Mystery, Fiction, Thriller, Crime, Westerns, Mystery Thriller, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255789732i/244102.jpg,Open Season,C.J. Box,4.01,54253,https://www.amazon.com/gp/product/B00452V3VE/,278,https://www.goodreads.com/book/show/244102.Open_Season
"Fantasy, Dragons, Young Adult, Middle Grade, Adventure, Romance, Childrens",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441437868i/2208744.jpg,Dragon Flight,Jessica Day George,4.2,20279,https://www.amazon.com/gp/product/B004NNUZ3M/,262,https://www.goodreads.com/book/show/2208744.Dragon_Flight
"Mystery, Fiction, Historical Fiction, Audiobook, Young Adult, Crime, Mystery Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388266442i/6777616.jpg,The Weed That Strings the Hangman's Bag,Alan Bradley,3.99,57770,https://www.amazon.com/gp/product/B0030DHPH0/,364,https://www.goodreads.com/book/show/6777616-the-weed-that-strings-the-hangman-s-bag
"Fiction, Westerns, Historical Fiction, Literature, Novels, Literary Fiction, American",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1581254344i/40470.jpg,Cities of the Plain,Cormac McCarthy,4.13,29751,https://www.amazon.com/gp/product/B003YJEXRU/,293,https://www.goodreads.com/book/show/40470.Cities_of_the_Plain
"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook, Horror, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548204800i/42080142.jpg,The Turn of the Key,Ruth Ware,3.91,310104,https://www.amazon.com/gp/product/B07HPCRC7Q/,337,https://www.goodreads.com/book/show/42080142-the-turn-of-the-key
