Genres List,Image Book Cover Url,Book Title,Author Name,Rating,No Of Rating,Amazon Link,No Of Pages,Detail Url
"Fantasy, Middle Grade, Young Adult, Fiction, Romance, Magic, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1594228033i/51481198.jpg,Unlocked,Shannon Messenger,4.24,27636,https://www.amazon.com/gp/product/B084VVPDZW/,764,https://www.goodreads.com/book/show/51481198-unlocked
"Classics, Plays, Fiction, Fantasy, School, Theatre, Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392156779i/18525.jpg,Dr. Faustus,Christopher Marlowe,3.8,70360,https://www.amazon.com/gp/product/B000FC1D2C/,64,https://www.goodreads.com/book/show/18525.Dr_Faustus
"Fantasy, Romance, Young Adult, Fiction, Audiobook, Mermaids, Paranormal",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348131642i/6618272.jpg,The Siren,Kiera Cass,3.69,94672,https://www.amazon.com/gp/product/B01M1106OO/,276,https://www.goodreads.com/book/show/6618272-the-siren
"Christian, Nonfiction, Religion, Christianity, Faith, Theology, Spirituality",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448776489i/73186.jpg,The Case for Christ,Lee Strobel,4.23,145221,https://www.amazon.com/gp/product/B01863JLK2/,367,https://www.goodreads.com/book/show/73186.The_Case_for_Christ
Fantasy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1639993934i/58990727.jpg,The Coven of Deeds,Malcolm McCoard,4.49,130,https://www.amazon.com/gp/product/B099H9W54S/,475,https://www.goodreads.com/book/show/58990727-the-coven-of-deeds
"Fantasy, Fiction, Young Adult, Childrens, Animals, Adventure, Middle Grade",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877608i/201345.jpg,Martin the Warrior,Brian Jacques,4.17,44386,https://www.amazon.com/gp/product/B01BK0SPZ0/,376,https://www.goodreads.com/book/show/201345.Martin_the_Warrior
"Fantasy, Young Adult, Fiction, Adventure, Middle Grade, Childrens, Action",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1227576494i/5201089.jpg,The Kings of Clonmel,John Flanagan,4.3,62354,https://www.amazon.com/gp/product/B003NX7NRE/,320,https://www.goodreads.com/book/show/5201089-the-kings-of-clonmel
"Romance, New Adult, Contemporary, Contemporary Romance, Young Adult, Erotica, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368151288i/17337562.jpg,Forever Too Far,Abbi Glines,4.2,86927,https://www.amazon.com/gp/product/B00HOFG4CM/,292,https://www.goodreads.com/book/show/17337562-forever-too-far
"Romance, Sports Romance, New Adult, Sports, Contemporary, College, Contemporary Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1557156071i/45484397.jpg,The Deal,Elle Kennedy,4.22,910003,https://www.amazon.com/gp/product/B00TG1CZFC/,360,https://www.goodreads.com/book/show/45484397-the-deal
"Religion, Lds, Nonfiction, Church, Spirituality, Theology, Mormonism",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395510792i/596304.jpg,Lectures on Faith,Joseph Smith Jr.,4.49,5707,https://www.amazon.com/gp/product/B008GI0AEY/,88,https://www.goodreads.com/book/show/596304.Lectures_on_Faith
"Young Adult, Fiction, Childrens, Middle Grade, Realistic Fiction, School, Classics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395884800i/139463.jpg,Maniac Magee,Jerry Spinelli,3.9,127093,https://www.amazon.com/gp/product/B00HK6U9VC/,184,https://www.goodreads.com/book/show/139463.Maniac_Magee
"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439098306i/64217.jpg,Pyramids,Terry Pratchett,3.93,91002,https://www.amazon.com/gp/product/B000W964S6/,341,https://www.goodreads.com/book/show/64217.Pyramids
"Fiction, Thriller, Mystery, Crime, Audiobook, Action, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1489630986i/33378951.jpg,The Midnight Line,Lee Child,4.1,85482,https://www.amazon.com/gp/product/B06WP486XH/,368,https://www.goodreads.com/book/show/33378951-the-midnight-line
"Book Club, Contemporary, Novels, Drama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729722536i/220768368.jpg,Mademoiselle le Sleuth,Theasa Tuohy,4.3,523,https://www.amazon.com/gp/product/B0DKQ58N7L/,201,https://www.goodreads.com/book/show/220768368-mademoiselle-le-sleuth
"Young Adult, Contemporary, Fiction, Humor, Realistic Fiction, Banned Books, Coming Of Age",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337216932i/12700353.jpg,Me and Earl and the Dying Girl,Jesse Andrews,3.51,146220,https://www.amazon.com/gp/product/B00Y3G69RK/,295,https://www.goodreads.com/book/show/12700353-me-and-earl-and-the-dying-girl
"Contemporary, Drama, Book Club, Novels, Fiction, Humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545450948i/43308768.jpg,The Most Popular President Who Ever Lived [So Far],Nancy Omeara,4.32,1185,https://www.amazon.com/gp/product/B07JN6LPK7/,79,https://www.goodreads.com/book/show/43308768-the-most-popular-president-who-ever-lived-so-far
"Young Adult, Mystery, Contemporary, Fiction, Thriller, Romance, Mystery Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316916749i/8428069.jpg,The Lying Game,Sara Shepard,3.9,45181,https://www.amazon.com/gp/product/B0041D86L2/,307,https://www.goodreads.com/book/show/8428069-the-lying-game
"Book Club, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1713958146i/212083184.jpg,A Particular Man,Lesley Glaister,4.38,549,https://www.amazon.com/gp/product/B0D24M9SWM/,374,https://www.goodreads.com/book/show/212083184-a-particular-man
"Fantasy, Horror, Fiction, Young Adult, Childrens, Middle Grade, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309239541i/32638.jpg,The Thief of Always,Clive Barker,4.21,35738,https://www.amazon.com/gp/product/B00EW8UDS0/,225,https://www.goodreads.com/book/show/32638.The_Thief_of_Always
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1597341115i/54267027.jpg,They Came From The North,Malcolm McCoard,4.42,112,https://www.amazon.com/gp/product/B08F3PXPSZ/,0,https://www.goodreads.com/book/show/54267027-they-came-from-the-north
"Fiction, Young Adult, Contemporary, Chick Lit, Coming Of Age, Boarding School, Adult Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925666i/9844.jpg,Prep,Curtis Sittenfeld,3.44,72331,https://www.amazon.com/gp/product/B000FC2QAA/,420,https://www.goodreads.com/book/show/9844.Prep
Science Fiction,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1679757980i/123176505.jpg,Against the Machine: Evolution,Brian Van Norman,4.33,1078,https://www.amazon.com/gp/product/B0C9QXPFDT/,250,https://www.goodreads.com/book/show/123176505-against-the-machine
"Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Magic, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1396706429i/244572.jpg,Charmed Life,Diana Wynne Jones,3.97,35223,https://www.amazon.com/gp/product/B000FC1110/,252,https://www.goodreads.com/book/show/244572.Charmed_Life
"Nonfiction, Book Club, Biography, History, Memoir, Biography Memoir, Politics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1296580156i/6512154.jpg,Zeitoun,Dave Eggers,4.05,79332,https://www.amazon.com/gp/product/B0036S4ALS/,342,https://www.goodreads.com/book/show/6512154-zeitoun
"Horror, Fiction, Thriller, Fantasy, Supernatural, Mystery, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430122353i/11597.jpg,The Dark Half,Stephen        King,3.81,148250,https://www.amazon.com/gp/product/B018ER7L7U/,460,https://www.goodreads.com/book/show/11597.The_Dark_Half
"Christian Fiction, Fiction, Christian, Fantasy, Thriller, Religion, Spirituality",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308796365i/17303.jpg,Piercing the Darkness,Frank E. Peretti,4.33,65225,https://www.amazon.com/gp/product/B005WKG1I8/,448,https://www.goodreads.com/book/show/17303.Piercing_the_Darkness
"Science, Nonfiction, Biology, Philosophy, Religion, Atheism, Popular Science",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1553577503i/117047.jpg,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,4.09,40753,https://www.amazon.com/gp/product/B014LJE1HI/,466,https://www.goodreads.com/book/show/117047.The_Blind_Watchmaker
"Nonfiction, History, Book Club, World War II, Holocaust, Historical, Biography",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480717162i/32722510.jpg,The Zookeeper's Wife: A War Story,Diane Ackerman,3.49,90269,https://www.amazon.com/gp/product/B0041T586W/,368,https://www.goodreads.com/book/show/32722510-the-zookeeper-s-wife
"Plays, Philosophy, Classics, Fiction, France, Theatre, French Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362639118i/123933.jpg,No Exit,Jean-Paul Sartre,4.12,42838,https://www.amazon.com/gp/product/B0CHN841RT/,60,https://www.goodreads.com/book/show/123933.No_Exit
"Fiction, Contemporary, American, Horror, Thriller, Novels, Literary Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1278878105i/7519866.jpg,Imperial Bedrooms,Bret Easton Ellis,3.2,20177,https://www.amazon.com/gp/product/B0036S49VY/,256,https://www.goodreads.com/book/show/7519866-imperial-bedrooms
"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1530819367i/40727118.jpg,The Sea of Monsters,Rick Riordan,4.24,1291558,https://www.amazon.com/gp/product/B00CJ05EBY/,279,https://www.goodreads.com/book/show/40727118-the-sea-of-monsters
"Fiction, Contemporary, Chick Lit, Drama, Adult Fiction, Adult, Book Club",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316440644i/3720975.jpg,Handle with Care,Jodi Picoult,4.0,135132,https://www.amazon.com/gp/product/B001NLKSYI/,477,https://www.goodreads.com/book/show/3720975-handle-with-care
"Fiction, Historical Fiction, Audiobook, Book Club, Fantasy, Literary Fiction, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1492130850i/29906980.jpg,Lincoln in the Bardo,George Saunders,3.75,166917,https://www.amazon.com/gp/product/B01FPH2N0C/,368,https://www.goodreads.com/book/show/29906980-lincoln-in-the-bardo
Fiction,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387140717i/19485618.jpg,The Devil's Trinity,Michael              Parker,4.26,5776,https://www.amazon.com/gp/product/B00V6PQNAO/,260,https://www.goodreads.com/book/show/19485618-the-devil-s-trinity
"Nonfiction, Feminism, Politics, History, Law, Audiobook, Social Justice",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647884143i/59951373.jpg,"Lady Justice: Women, the Law, and the Battle to Save America",Dahlia Lithwick,4.39,2848,https://www.amazon.com/gp/product/B09NXGGFCL/,368,https://www.goodreads.com/book/show/59951373-lady-justice
"Philosophy, Classics, Nonfiction, Politics, School, History, Ancient",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520339295i/19068.jpg,The Nicomachean Ethics,Aristotle,4.0,55629,https://www.amazon.com/gp/product/B0BRLD4JR5/,329,https://www.goodreads.com/book/show/19068.The_Nicomachean_Ethics
"Humor, Nonfiction, Memoir, Comedy, Biography, Audiobook, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1370399211i/7821447.jpg,Sh*t My Dad Says,Justin Halpern,3.98,159042,https://www.amazon.com/gp/product/0061992704/,159,https://www.goodreads.com/book/show/7821447-sh-t-my-dad-says
"Fantasy, Young Adult, Paranormal, Romance, Dystopia, Paranormal Romance, Urban Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356422925i/13450339.jpg,Poison Princess,Kresley Cole,4.12,44304,https://www.amazon.com/gp/product/B007EDYRTQ/,369,https://www.goodreads.com/book/show/13450339-poison-princess
"Fantasy, LGBT, M M Romance, Fiction, Queer, Romance, High Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531049892i/74270.jpg,Luck in the Shadows,Lynn Flewelling,4.09,22679,https://www.amazon.com/gp/product/B00486U8JK/,479,https://www.goodreads.com/book/show/74270.Luck_in_the_Shadows
"Sports, Football, Nonfiction, History",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1561971337l/51031311.jpg,America's Game: The NFL at 100,Jerry Rice,3.82,212,https://www.amazon.com/gp/product/B07H5155FW/,549,https://www.goodreads.com/book/show/51031311-america-s-game
"Chick Lit, Fiction, Romance, Humor, Contemporary, Comedy, British Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395233618i/363752.jpg,Bridget Jones: The Edge of Reason,Helen Fielding,3.62,113984,https://www.amazon.com/gp/product/B00132S740/,352,https://www.goodreads.com/book/show/363752.Bridget_Jones
"Romance, Young Adult, Contemporary, Fiction, Contemporary Romance, Young Adult Romance, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688093952i/124932739.jpg,I Hope This Doesn't Find You,Ann Liang,4.16,46179,https://www.amazon.com/gp/product/B0C16473MS/,320,https://www.goodreads.com/book/show/124932739-i-hope-this-doesn-t-find-you
"Fiction, Religion, Historical Fiction, Portugal, Literature, Portuguese Literature, Nobel Prize",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519393758i/28859.jpg,The Gospel According to Jesus Christ,José Saramago,4.31,35990,https://www.amazon.com/gp/product/B003WJQ6W2/,341,https://www.goodreads.com/book/show/28859.The_Gospel_According_to_Jesus_Christ
"Thriller, Fiction, Mystery, Crime, Action, Audiobook, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388251144i/220970.jpg,Tripwire,Lee Child,4.12,135426,https://www.amazon.com/gp/product/B001FXK8XU/,432,https://www.goodreads.com/book/show/220970.Tripwire
"Self Help, Nonfiction, Psychology, Inspirational, Education, How To, Personal Development",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630067393i/58868338.jpg,The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve  Pemberton,4.28,6254,https://www.amazon.com/gp/product/B08NHXZK41/,240,https://www.goodreads.com/book/show/58868338-the-lighthouse-effect
"Fantasy, Fiction, Young Adult, Humor, Audiobook, Witches, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319037274i/34501.jpg,A Hat Full of Sky,Terry Pratchett,4.32,77787,https://www.amazon.com/gp/product/B000R4LGMA/,352,https://www.goodreads.com/book/show/34501.A_Hat_Full_of_Sky
"Fiction, Contemporary, Book Club, Literary Fiction, Novels, Literature, British Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1598196388i/3679.jpg,On Beauty,Zadie Smith,3.78,87818,https://www.amazon.com/gp/product/B000PC0SKU/,445,https://www.goodreads.com/book/show/3679.On_Beauty
"Mystery, Thriller, Mystery Thriller, Fiction, Audiobook, Crime, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562582942l/52225186.jpg,Eight Perfect Murders,Peter  Swanson,3.63,88563,https://www.amazon.com/gp/product/B07TD5CGZQ/,270,https://www.goodreads.com/book/show/52225186-eight-perfect-murders
"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Epic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1667248191i/13891.jpg,Winter's Heart,Robert Jordan,3.97,147621,https://www.amazon.com/gp/product/B003H3IOKU/,780,https://www.goodreads.com/book/show/13891.Winter_s_Heart
"Poetry, Classics, Fiction, Literature, American, Collections, Nature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429678277i/316943.jpg,Selected Poems,Robert Frost,4.13,6182,https://www.amazon.com/gp/product/B0BMNDW7CG/,224,https://www.goodreads.com/book/show/316943.Selected_Poems
